sno,year,name,Rating,hour
5052,1991,Separate But Equal,2.2,3
5053,1937,Laurel and Hardy: Way Out West / Block-Heads,3,3
5054,1996,Mission: Impossible,2.1,3
5055,1998,Hope Floats,3,2
5056,1994,Angels in the Outfield,3.6,1
5057,2004,WWE: Unforgiven 2004,4.4,3
5058,2004,Swades,3.6,2
5059,1981,Outland,1.5,3
5060,1990,Campion: Flowers for the Judge,4.5,2
5061,1994,The Bodyguard from Beijing,2.4,3
5062,1980,The Monster Club,4.9,3
5063,1997,Mouse Hunt,2.2,2
5064,2005,Left Behind: World at War,2.1,2
5065,1933,W.C. Fields: Six Short Films,3.1,2
5066,1994,New Legend of Shaolin,1.5,2
5067,2000,Molokai: The Story of Father Damien,3.3,2
5068,1970,Alice in Acidland / Smoke and Flesh,4.7,1
5069,1991,Sleeping With the Enemy,4.7,3
5070,1998,Nazca: Betrayal of Humanity,4.4,1
5071,2005,Fever Pitch,4.4,1
5072,2001,Visitor Q,4.4,2
5073,1998,Nightwatch,1.4,2
5074,1965,Major Dundee,4.7,2
5075,1973,High Plains Drifter,3.7,3
5076,2003,Atlantis: Milo's Return,4.2,3
5077,1996,Sworn To Justice,3.6,3
5078,2003,Harvie Krumpet,1.9,3
5079,1947,Copacabana,2.9,1
5080,1975,Dario Argento Collection: Vol. 3: Deep Red,2.3,2
5081,2003,WWE: From the Vault: Shawn Michaels,2,3
5082,1975,The Lost Honor of Katharina Blum,1.7,3
5083,1986,The Worst Witch,3.7,1
5084,1981,Escape from New York,2.2,3
5085,2003,Seabiscuit,3,1
5086,2000,In the Weeds,2.3,3
5088,1987,Dirty Dancing: Bonus Material,2.4,1
5089,2002,Fushigi Yugi: The Mysterious Play: Eikoden,3.4,3
5090,1983,The Survivors,2,2
5091,1979,Star Blazers: Series 3: The Bolar Wars,1,3
5092,1997,Buffy the Vampire Slayer: Season 2,1.4,1
5093,1955,It Came From Beneath the Sea,2.9,2
5094,1974,The Year Without a Santa Claus,1.6,1
5095,2003,Running on Karma,2.9,2
5096,2005,My Summer of Love,1.9,2
5097,1963,Bye Bye Birdie,3.2,2
5098,2001,Pyaar Ishq aur Mohabbat,2.8,2
5099,2002,Devdas,2.6,3
5100,2001,Queensryche: Live Evolution,2.1,2
5101,2004,Taboo: The Beginning of Erotic Cinema,2.2,2
5102,1971,Dr. Jekyll and Sister Hyde,2,2
5103,1993,The Simpsons: Season 5,1.9,1
5104,2002,The Four Feathers,2.7,3
5105,1985,Just One of the Guys,3.5,2
5106,1994,House Party 3,3.4,1
5107,2001,Barbra Streisand: Timeless: Live in Concert,2.4,3
5108,2003,Treasure Hunt,4.8,2
5109,1968,The Devil Rides Out,4,1
5110,1920,The Mark of Zorro / Don Q: Son of Zorro,4,2
5111,2003,Seducing Doctor Lewis,2.2,3
5112,2000,What Lies Beneath,4.8,2
5113,1985,Subway,1.1,1
5114,2003,Celia Cruz: Eternal Voice,4.6,3
5115,2003,Betterman: Complete Collection,1.9,2
5116,1955,Queen Bee,2.2,3
5117,1959,Room at the Top,2.6,1
5118,1995,Devil in a Blue Dress,1.2,3
5119,2004,Charlie,2.4,3
5120,2000,The Adventures of Felix,4.9,3
5121,2003,The Medallion,1,3
5122,1985,Original Dirty Pair,2.5,1
5123,1994,Darkside Blues,4.9,3
5124,1956,Rodan,2.1,3
5125,1979,The Story of Jesus for Children,3.1,2
5126,2001,The Learning Curve,2.6,3
5127,2002,The Sea,1.5,3
5128,2002,Bob the Builder: Can We Fix It?,2.5,1
5129,1988,Permanent Record,2.3,2
5130,1999,Dudley Do-Right,2.4,2
5131,1998,Sometimes They Come Back For More,1.3,1
5132,2002,Kylie Minogue: Live in Sydney,1.8,1
5133,1926,Sparrows,1.8,3
5134,1961,Salvatore Giuliano,4.1,2
5135,1994,Blink,1.4,3
5136,1976,F for Fake,1.7,2
5137,1985,Out of Africa,4.3,2
5138,2004,WWE: Hard Knocks: The Chris Benoit Story,1.5,2
5139,1994,A Simple Twist of Fate,3.9,3
5140,1993,Fearless,1.5,3
5141,1984,The Philadelphia Experiment,3.5,3
5142,2004,Beatles: From the Beginning to the End,4.3,3
5143,1959,Shadows,4.4,2
5144,2001,Colin's Sleazy Friends,3,1
5145,2000,Elizabeth,3.1,2
5146,2005,Dominion: Prequel to the Exorcist,4.5,2
5147,2002,W.A.S.P.: The Sting,4.6,1
5148,1998,All the Little Animals,1.8,3
5149,1986,The Great Mouse Detective,1.8,1
5150,2005,The Great Escape: Nova,1.9,1
5151,1971,Bedknobs and Broomsticks,4.4,1
5152,2002,Clifford: King Clifford / Be My Big Red Valentine,3.3,2
5153,2004,Megalodon,1.6,2
5154,2005,Constantine,4.2,1
5155,1982,Sword of the Valiant,2.4,1
5156,2004,Blue Collar Comedy Tour Rides Again,2.7,2
5157,1999,Shark Attack,2.1,1
5158,1966,Hogan's Heroes: Season 2,1.6,3
5159,2002,The Real World Movie: The Lost Season,1.5,2
5160,1992,Cows,3.5,1
5161,2005,Pride FC: Body Blow,1.9,2
5162,2002,Heaven,2,3
5163,2001,Dangerous Child,1.1,2
5164,1998,The Hanging Garden,2,1
5165,2004,Yakuza Demon,4.5,2
5166,1963,The Twilight Zone: Vol. 30,1.7,2
5167,1995,Ruth Rendell: Simisola,1.6,2
5168,2003,Lawrence of Arabia: The Battle for the Arab World,2.2,1
5169,1992,My Cousin Vinny,2.6,3
5170,1996,The Pallbearer,4.1,3
5171,2003,Guilty by Association,4.9,1
5172,1999,Framed,2.5,3
5173,1997,Roots of Rhythm,3.1,1
5174,1978,The Rutles,1.7,1
5175,2002,Under One Roof,3.1,1
5176,1972,Blacula,1.9,3
5177,2001,Abandoned,1.4,2
5178,1939,Son of Frankenstein / Ghost of Frankenstein,3.9,3
5179,1989,Her Alibi,1.4,3
5180,1999,The Confession,4.8,3
5181,2003,Under the Tuscan Sun,1.8,1
5182,2004,Harry and Max,4.8,2
5183,1997,100 Years of Comedy,3,3
5184,2000,'N Sync: Making of the Tour,4.7,2
5185,2004,Shadow of Fear,1.2,3
5186,1966,Georgy Girl,1.9,3
5187,1968,Funny Girl,2.4,2
5188,2005,Fafner,4.7,3
5189,2002,ECW: Anarchy Rulz '99,3.7,2
5190,1981,Mommie Dearest,2.8,3
5191,2000,Vertical Limit,3.1,3
5192,2000,Sting: The Brand New Day Tour,2.6,1
5193,2001,Sex and a Girl,3.3,3
5194,2001,Lawless Heart,3.4,3
5195,2004,Undercover Kids,1.2,1
5196,1998,All the Rage,4.7,1
5197,1999,Wishmaster / Wishmaster 2: Evil Never Dies,3.7,2
5198,2003,The Inspector Lynley Mysteries: Playing for Ashes,4.1,3
5199,2000,Baise Moi,4.4,2
5200,2004,Alila,3.6,3
5201,1999,Lover's Prayer,1,1
5202,1985,Care Bears: Adventures in Care-a-lot,4.7,2
5203,2004,Frankenstein,1.1,3
5204,2004,The O.C.: Season 2,4.4,1
5205,2000,Kandukonden Kandukonden,4.2,3
5206,2002,Daria: Is it College Yet?,2.7,1
5207,1953,Project Moonbase,3.2,1
5208,2000,Hard Core Logo,2.7,3
5209,1997,Dein Perry's: Tap Dogs,4.6,2
5210,1925,Grass: A Nation's Battle for Life,3.2,2
5211,1947,New Orleans,1.8,2
5212,1994,Cadfael: The Sanctuary Sparrow,2.8,2
5213,2002,Legion of the Dead,4.3,3
5214,1970,The Bird with the Crystal Plumage,1.1,1
5215,1958,King Creole,1.8,2
5216,1943,Val Lewton: The Seventh Victim / Shadows in the Dark: The Val Lewton Legacy,2.1,1
5217,1991,Rhapsody in August,2.3,1
5218,2003,Superman & Friends,1.7,1
5219,2001,Miracle of the Cards,3.2,2
5220,2000,Drowning Mona,4,2
5221,1978,The Big Sleep,4.4,1
5222,2004,Highlander: Unholy Alliance,2.7,1
5224,2003,Bus 174,4,2
5225,1997,The Nazis: A Warning from History,4.3,3
5226,1998,Rushmore,2.5,1
5227,2001,Angel Eyes,4.1,3
5228,2002,The Last Game,4.7,3
5229,1984,Transformers: Season 1,1.3,3
5230,2003,Girls Will Be Girls,1.7,3
5231,1927,The General (Silent),1.7,1
5232,2001,Midsomer Murders: A Worm in the Bud,2.9,2
5233,2004,Alien 3000,3.9,3
5234,2005,The Land Before Time XI: The Invasion of the Tinysauruses,2.6,2
5235,1989,She Devil,2.2,2
5236,1985,Lifeforce,1.9,1
5237,1995,To Die For,1.2,2
5238,2003,Miss Spider's Sunny Patch Kids,4,2
5239,2005,The Longest Yard,1.5,3
5240,1992,The Last of His Tribe,2.8,2
5241,2004,The Wiggles: Wiggly Playtime,2.1,2
5242,2001,Get Well Soon,4.7,2
5243,2000,Romeo Must Die,1.5,2
5244,1969,Women in Love,1.3,3
5245,2000,Malena,2.9,1
5246,2003,Art of Revenge,2.3,3
5247,2002,Chris Botti & Friends: Night Sessions: Live in Concert,3,2
5248,2001,The Diamond of Jeru,2.5,3
5249,2002,Raaz,4.8,2
5250,1986,The Money Pit,4.3,1
5251,2000,Caribbean Dreaming: U.S. Virgin Islands,1.4,2
5252,1999,World Almanac Video: The Expanding Universe,4.6,3
5253,1970,Beneath the Planet of the Apes,2.4,1
5254,2000,The Ladies Man,2.6,2
5255,1994,City Slickers II: The Legend of Curly's Gold,1.7,2
5256,1984,Unfaithfully Yours,1.3,3
5257,2003,The Secret Lives of Dentists,3.2,3
5258,1990,Ken Burns' Civil War,2.9,2
5259,2000,Deep Water,4.9,1
5260,1965,Samurai Spy,3.9,1
5261,2003,Looney Tunes: Reality Check!,3.8,3
5262,1968,Les Biches (Bad Girls),4.2,1
5263,1969,Medium Cool,1.5,2
5264,2004,Denise Austin: Personal Training System,4.6,1
5265,1968,Girl on a Motorcycle,3.1,3
5266,1998,Scarred City,3.8,3
5267,2003,Untold Scandal,1.3,1
5268,2004,Denis Leary: The Complete Denis Leary,1.7,1
5269,2005,Ring of Fire: The Emile Griffith Story,3.9,1
5270,2002,La Vie Promise,2.1,2
5271,1993,Cyborg 2,3.8,3
5272,1953,Invaders from Mars,4.6,3
5273,2004,Ani DiFranco: Trust,4.2,2
5274,1995,Zero Woman,4.7,1
5275,1997,Ernest Goes to Africa,3.5,1
5276,1999,The Witness,2.3,3
5277,2001,The Anniversary Party,4.5,3
5278,1993,My Favorite Season,4.3,3
5279,1998,Fatal Pursuit,2.8,1
5280,1956,The Court Jester,2.7,2
5281,2004,Paranoia 1.0,3.1,1
5282,1985,Beach Boys: An American Band / Brian Wilson: I Just Wasn't Made for These Times,4.9,1
5283,2002,Hellsing,1.5,1
5284,2004,Linkin Park/Jay-Z: Collision Course,3.5,1
5285,1959,The Tingler,2.5,1
5286,2004,Love Object,1.1,3
5287,1967,Bonnie and Clyde,1.8,3
5288,1965,Gigantor,2.1,2
5289,1984,The Victim,2.3,1
5290,1997,Beast Wars Transformers: Season 2,4.6,3
5291,1990,Grateful Dead: View from the Vault 3,1.9,2
5292,2002,Alias: Season 2,3.2,2
5293,1992,Patriot Games,2.1,1
5294,1952,Tom and Jerry: Whiskers Away!,1.5,2
5295,1955,The Swindle,2.2,3
5296,2003,Camp,1.8,3
5297,2000,Aqua Teen Hunger Force: Vol. 2,4.1,2
5298,1999,Storm of the Century,1.2,2
5299,1993,Dragon Ball Z: Broly: The Legendary Super Saiyan,3.7,3
5300,1996,Kids Return,1.6,3
5301,2000,Tequila Body Shots,2.3,2
5302,2003,Chased by Dinosaurs: Three Walking with Dinosaurs Adventures,1.1,2
5303,1938,The Big Broadcast of 1938 / College Swing,3.4,1
5304,1998,Vanity Fair,2.4,1
5305,1993,Judgment Night,4.4,2
5306,2003,Thomas & Friends: Steamies vs. Diesels,4.4,1
5307,2002,Bear in the Big Blue House: Everybody's Special,3.6,1
5308,2000,Vatel,4.3,1
5309,1997,Friends: Season 4,2.6,2
5310,2004,The Last Days of World War II,3.8,3
5311,1997,Cadillac Ranch,3.3,3
5312,2003,Recess: Taking the Fifth Grade,1.9,1
5313,1988,Kansas,4.4,3
5314,1999,Return with Honor: American Experience,1.2,2
5315,1987,The Lost Boys: Special Edition: Bonus Material,2.6,3
5316,1935,The Lives of a Bengal Lancer,2.7,1
5317,2000,Miss Congeniality,5,2
5318,1995,Tommy Boy,2.1,2
5319,2002,Dragon Ball: Red Ribbon Army Saga,2.9,1
5320,2005,The Upside of Anger,1.7,3
5321,2004,Border Blues,3.7,1
5322,2001,Classic Albums: Judas Priest: British Steel,4.6,3
5323,2001,National Geographic: Beyond the Movie: Pearl Harbor,2,1
5324,1992,Undesirable,1.5,2
5325,1996,Lilies,4.5,3
5326,1990,Star Trek: The Next Generation: Season 4,4.6,1
5327,2005,Guess Who,1.7,1
5328,2002,Sniper 2,4.2,1
5329,2005,The Dream of Sparrows: Iraq Eye Group: Vol. 1,3.5,1
5330,1984,A Christmas Carol,4.3,1
5331,2001,Project Arms,1.1,1
5332,1999,Aladdin and the Adventure of All Time,3.7,2
5333,2002,Big Fat Liar,4.3,1
5335,1938,Caught in the Draft / Give Me a Sailor: Double Feature,1.5,3
5336,1994,The Inkwell,2.7,3
5337,1978,Tales of the Unexpected: Set 1,1.9,2
5338,1986,A Better Tomorrow,4,1
5339,1982,Venom,3.2,1
5340,2005,Single White Female 2: The Psycho,2,3
5341,1958,The Inn of the Sixth Happiness,2.2,3
5342,1991,The Butcher's Wife,2.3,3
5343,2000,Jazz,1.3,1
5344,1999,Guinevere,4.7,3
5345,2004,Shark Tale,1.8,2
5346,1999,The Collectors,3.8,3
5347,2002,Walking on Water,4.1,3
5348,1995,The Chinese Feast,4.3,1
5349,2004,Gankutsuou: The Count of Monte Cristo,1.9,2
5350,1985,Vagabond,2.6,3
5351,1990,Mo' Better Blues,4.6,2
5352,1999,Tuvalu,1.8,2
5353,1970,Zatoichi Meets Yojimbo,2,2
5354,1961,The Intruder,4.5,2
5355,1937,A Star Is Born,1.7,3
5356,1988,All Creatures Great and Small: Series 4,3.2,2
5357,1991,Robert Townsend: Partners in Crime: Vol. 1,3.8,2
5358,1974,Land of the Lost,1.8,2
5359,1995,Hercules: Amazon Women/Lost Kingdom,1.3,1
5360,1983,The Right Stuff,4.7,2
5361,1988,Masquerade,3.9,1
5362,2002,The Inspector Lynley Mysteries: Missing Joseph,4.1,3
5363,2001,Jay and Silent Bob Strike Back,3.4,2
5364,1998,Body Story,1.1,1
5365,1975,Island of Death,2.2,1
5366,1999,The Mod Squad,2.9,1
5367,1996,The Glimmer Man,4.5,1
5368,1998,Dawson's Creek: Season 2,1.5,1
5369,1972,Sanford and Son: Season 3,4.6,2
5370,1999,An Intimate Evening with Anne Murray,4.8,2
5371,1976,The Killing of a Chinese Bookie,3.8,2
5372,2003,Hell's Highway: The True Story of Highway Safety Films,2.6,3
5373,1970,The Shiver of the Vampires,1.7,3
5374,1989,The Chronicles of Narnia: Prince Caspian and the Voyage of the Dawn Treader,1.5,1
5375,1957,Battle Hymn,3.4,2
5376,2003,Cowards Bend the Knee,4,1
5377,1998,Lateline: The Complete Series,2.5,3
5378,1927,My Best Girl,3.4,1
5379,2001,Degrassi: The Next Generation: Season 1,4.1,1
5380,1960,Two-Way Stretch,1.8,3
5381,2002,ECW: Guilty as Charged 2001,4.5,2
5382,1985,One Night With Blue Note,2.1,1
5383,1971,Zatoichi Meets the One-Armed Swordsman,1.6,3
5384,1989,The Killer,3,3
5385,2001,Jamie Foxx: I Might Need Security,4.9,3
5386,2001,After Image,1.9,1
5387,1991,Dutch,1.6,1
5388,1996,Chef!: Series 3,3.7,3
5389,1997,Who the Hell Is Juliette?,4.8,3
5390,2004,Anacondas: The Hunt for the Blood Orchid,3.7,2
5391,1999,Anna and the King,4.7,3
5392,1996,The Ultimate Beginner Series: Guitar Theory Basics,1.2,3
5393,1993,Sondheim: A Celebration at Carnegie Hall,3.2,1
5394,1996,Andersonville,1.5,3
5395,2004,Agatha Christie's Poirot: Death on the Nile,2.7,2
5396,2004,Beef 2,4.1,1
5397,1996,P.D. James: Original Sin,1.2,2
5398,2004,Hyderabad Blues 2,3.5,1
5399,1919,Daddy Long Legs,1.6,1
5400,1975,Good Times: Season 3,3.6,2
5401,2004,Dodgeball: A True Underdog Story,4,2
5402,1978,Days of Heaven,2.7,1
5403,1999,Light It Up,4.9,2
5405,2002,The Business of Fancydancing,2.3,3
5406,1987,Married... with Children: Season 1,3.9,3
5407,1998,Still Breathing,2.3,1
5408,1991,Star Trek VI: The Undiscovered Country: Bonus Material,3.9,2
5409,1998,George Clinton: The Mothership Connection,4.7,2
5410,2000,Shooting War: World War II Combat Cameramen,4,1
5411,1977,Alaap,2.9,3
5412,2004,Possessed,3.9,3
5413,1996,Fudoh: The New Generation,4.3,2
5414,1996,Friends: Season 3,4.4,3
5415,1999,Mickey Blue Eyes,1.5,3
5416,1945,Back to Bataan,1,1
5417,1995,Tales From the Hood,4.6,3
5418,2004,Queensryche: The Art of Live,3.6,1
5419,1991,Cirque du Soleil: Nouvelle Experience,2.1,1
5420,2003,Dog Gone,2.3,2
5421,1995,Empire Records: Remix! Special Fan Edition,2.4,2
5422,1929,Piccadilly,2.5,1
5423,2002,Invincible,2.8,2
5424,2000,Pukar,4.5,2
5425,1999,Best Laid Plans,2,2
5426,2001,RoboCop: Resurrection,4.4,3
5427,1992,Crisscross,3.5,3
5428,2002,Teddy Bears' Picnic,1.4,3
5429,1967,Elvira Madigan,4.9,1
5430,1996,Sleepers,2,2
5431,1996,Emperor's Shadow,3.1,2
5432,1976,The Muppet Show: Season 1,2.8,2
5433,1985,Turk 182!,4.2,1
5434,2000,Mission to Mars,2.8,1
5435,1988,Biloxi Blues,4.2,1
5436,1986,Seize the Day,4.1,2
5437,2004,Clara's Summer,2.1,2
5438,2001,Princesa,3.1,3
5439,2001,Yaadein,4.4,2
5440,1999,The Extreme Adventures of Super Dave,3.4,3
5441,1976,The Marquise of O,4.2,3
5442,2004,Libertarias,2.4,3
5443,1970,Where's Poppa?,1.3,1
5444,1998,Cousin Bette,3,1
5445,1999,Farscape: Season 1,4.5,2
5446,2003,Jandek on Corwood,2.2,1
5447,1998,No Looking Back,2.9,1
5448,2002,Jackass: The Movie,2.7,2
5449,2004,Ab Tak Chhappan,3.6,3
5450,1997,Wacky Babies & Tender Times: Marty Stouffer's Wild America,2.5,2
5451,1987,The Celts: Rich Traditions and Ancient Myths,1.9,3
5452,1969,Michael Palin's Personal Best,3.7,1
5453,2001,Angel Links,3.5,1
5454,2000,Time and Tide,1.5,2
5455,1999,Outside Providence,2.8,3
5456,2004,Sid Caesar Collection: The Fan Favorites,2.3,2
5457,2000,Project: Human Weapon,3.4,3
5458,1997,Directors: Rob Reiner,4.2,1
5459,2000,Code Unknown,1.5,1
5460,1998,Tess of the D'Urbervilles,4.9,1
5461,1998,The Apostate,2.2,1
5462,1999,The Messenger: The Story of Joan of Arc,4.6,1
5463,2002,Jeremiah: Season 1,2.9,2
5464,1999,RKO 281,4.9,1
5465,1968,The Scalphunters,3,3
5466,1993,Harry Connick Jr.: The New York Big Band Concert,3.2,3
5467,2004,Intimate Strangers,2.1,2
5468,1974,Thunderbolt and Lightfoot,1.9,2
5469,1959,The Best of Everything,2.2,3
5470,1979,The Jesus Film,1.2,3
5471,1992,Mystery Science Theater 3000: The Killer Shrews,3.5,3
5472,1987,Spaceballs,1.6,2
5473,1969,The Undefeated,4.1,1
5474,1999,Gloria,3,2
5475,1999,Midsomer Murders: Death of a Stranger,2.6,1
5476,1959,Hiroshima Mon Amour,1.5,2
5477,1988,Twins,2.9,3
5478,1966,The Game Is Over,4.7,1
5479,2003,Shane McGowan: If I Should Fall From Grace,2.3,3
5480,1982,Scarlet Pimpernel,2.1,3
5481,1993,Fortress,2.4,3
5482,1989,Gundam 0080: War in the Pocket,1.2,1
5483,2002,Naked Weapon,2.2,3
5484,2000,Har dil jo Pyar karega...,4.4,1
5486,1977,Raid on Entebbe,3.3,3
5487,1993,Twenty Bucks,4.3,1
5488,1977,Kentucky Fried Movie,1.8,2
5489,1966,After the Fox,3.8,1
5490,1989,The Grateful Dead: Truckin' Up to Buffalo,2.3,3
5491,1999,Victim,3,3
5492,1965,10th Victim,3.2,3
5493,1993,Sommersby,2.5,2
5494,1979,Connections 2,2.9,1
5495,2001,Just Can't Get Enough,4.2,3
5497,1944,Memphis Belle,3.2,3
5498,1968,Never a Dull Moment,4.7,1
5499,1986,Soul Man,1.2,1
5500,1996,The Bible Collection: Samson and Delilah,3.9,1
5501,1930,Check and Double Check with Amos 'n' Andy,2.1,1
5502,1999,Dave Matthews Band: Listener Supported,3.5,1
5503,1979,Salem's Lot,3.9,3
5504,1976,Charlie's Angels: Angels Under Covers,4.4,1
5505,1995,Feast of July,3.7,3
5506,1942,The Talk of the Town,4.5,3
5507,2002,Dragon Ball: Fortune Teller Baba Saga,4.8,3
5508,1996,George Carlin: Back in Town,2,3
5509,1978,The End,3.1,2
5510,1982,Cheers: Season 1,2.3,1
5511,1975,Dolemite,3,2
5512,1987,Taffin,1.6,2
5513,1990,Mr. Bean: The Whole Bean,3.7,1
5514,1999,Boy's Choir,2.9,2
5515,1964,Dr. Strangelove,3.4,3
5516,1999,American Movie,1.3,2
5517,1995,A Tribute to Stevie Ray Vaughan,4.1,2
5518,1976,The Pink Panther Strikes Again,2.7,1
5519,1999,The West Wing: Season 1,3,3
5520,2001,Reboot: Daemon Rising,2.8,2
5521,1988,Stealing Home,3.5,1
5522,2004,The Machinist,2.4,2
5523,2004,Conspiracy of Silence,4.7,2
5524,1995,Tales from the Crypt: Deadly Duo,1.9,3
5525,2001,Mad Love,1.5,3
5526,2005,Malice Aforethought,3.7,2
5527,1953,Humphrey Bogart: Beat the Devil / Call It Murder,4.4,2
5528,2003,The Triplets of Belleville,4.2,3
5529,2001,Britney Spears: Live from Las Vegas,3.5,2
5530,2000,Stargate SG-1: Season 4,4.3,1
5531,1997,The Assignment,3.4,1
5532,1999,Purgatory,2.2,3
5533,2003,MXP: Most Extreme Primate,4.8,3
5534,1968,The Best of Rowan & Martin's Laugh-In 2,4.5,2
5535,1983,A Night with Lou Reed,1.9,1
5536,1998,Corrs: Live at The Royal Albert Hall,1.2,2
5537,2001,Avalon,1.1,1
5538,1979,Monty Python's Life of Brian,2.1,3
5539,2004,The 4400: Season 1,1.2,2
5540,2001,Queensryche: Operation Live Crime,1.8,1
5541,1995,Die Hard: With a Vengeance: Bonus Material,3.6,1
5542,1987,Making Mr. Right,3.6,2
5543,1957,20 Million Miles to Earth,4.3,2
5545,2002,Bad Company,1.8,1
5546,1953,The Blue Gardenia,3.8,3
5547,1965,Village of the Giants,4.7,1
5548,1986,Legacy of Rage,2.8,3
5549,2001,Curb Your Enthusiasm: Season 2,3,1
5550,1998,Fogi Is a Bastard,1.2,1
5551,2002,The Year That Trembled,4.7,2
5552,2005,Mobile Suit Gundam SEED the Movie 2: The Far-Away Dawn,2.4,3
5554,1945,They Were Expendable,3,3
5556,1991,Silk Stalkings: Season 1,3.7,1
5557,1990,Q & A,4.8,3
5558,1993,Sesame Street's 25th Birthday: A Musical Celebration,1.3,2
5559,1985,Richard Pryor: Live & Smokin',2.5,1
5560,2002,Sorority Boys,2.8,1
5561,1967,Cool Hand Luke,4.2,1
5562,1985,Ladyhawke,4.2,2
5563,1970,Woodstock: 3 Days of Peace & Music,3.9,1
5564,2000,Burnt Money,4.8,1
5565,2005,Dora the Explorer: It's a Party!,3.6,3
5566,1979,Penitentiary,4.1,2
5567,2003,Extreme Rollercoasters,3,2
5568,1988,Not of This Earth,1.2,2
5569,1939,The Adventures of Sherlock Holmes,1.2,2
5570,1999,Sing Faster: The Stagehands' Ring Cycle,1.7,3
5571,1976,Rocky,1.4,1
5572,1998,Millennium: Season 3,2.7,3
5573,2004,David Byrne: Live at Union Chapel,2.7,2
5574,1945,A Walk in the Sun,3.5,1
5575,2000,Bob Marley: Sun Is Shining: The Remixes,1.6,1
5576,1980,Melvin and Howard,1.9,3
5577,1957,Throne of Blood,2.3,2
5578,1967,The Firemen's Ball,4.4,3
5579,1984,Miami Vice: Season 1,1.8,3
5580,1982,Countryman,5,1
5581,2004,Perfect Husband: The Laci Peterson Story,1.1,3
5582,1980,Star Wars: Episode V: The Empire Strikes Back,3.6,2
5583,2005,The Marksman,3.7,2
5584,1987,Street Trash,2.1,1
5585,1937,Drole de Drame,4,2
5586,1969,Katzelmacher,3.5,1
5587,1984,Johnny Dangerously,2.2,2
5588,2001,Jackie Chan Adventures: The Dark Hand Returns,4,1
5589,2002,The Time Machine,3.7,1
5590,2005,VeggieTales: Duke and the Great Pie War,4.7,1
5591,1986,Sid & Nancy,3.7,1
5592,1975,Midnight Blue: The Deep Throat Special Edition: Vol. 1: 1975 to 1987,4.6,2
5593,1999,Durango Kids,2.1,3
5594,1978,Toolbox Murders,1.3,3
5595,2001,Steve Vai: Live at the Astoria,3.9,2
5596,1992,Alien 3: Collector's Edition: Bonus Material,3.2,2
5597,2005,Lupin the 3rd: Farewell to Nostradamus,3.3,2
5598,1998,Lain #2: Knights,3.9,2
5599,2004,George Harrison: The Dark Horse Years 1976-1992,4,2
5600,2005,Bunty Aur Babli,1.3,3
5601,1962,The Manchurian Candidate,3.4,3
5602,1996,Last Dance,3.4,3
5603,1991,JFK: Special Edition: Bonus Material,2.5,3
5604,2003,Dorm Daze,2.3,2
5605,1946,Children of Paradise,2.1,2
5606,1988,Picture of a Nymph,4.4,2
5607,1996,The Hunchback of Notre Dame,1.4,1
5608,1962,The Lucy Show,4.2,2
5609,2003,Blue's Clues: Blue Takes You to School,3.4,2
5610,1961,The Bruce Brown Surf Collection: Surfing Hollow Days,3.1,2
5611,2000,Rangers,3.6,2
5612,1996,Kids in the Hall: Brain Candy,3.5,1
5613,1994,Loaded,1.4,2
5614,2000,Best in Show,4.6,1
5615,1994,Danielle Steel's A Perfect Stranger,4.8,3
5616,1966,The Blue Max,3,1
5617,2000,Hanging Up,3,3
5618,2003,Russkies,1.9,1
5619,1946,Fright Fest: Vincent Price,2.5,1
5620,1987,Tough Guys Don't Dance,4.9,2
5621,1994,Naked Gun 33 1/3: The Final Insult,1.2,1
5622,1958,Plan 9 from Outer Space,2.6,2
5623,2003,Daredevil: Bonus Material,1.1,2
5625,1999,At First Sight,4,3
5626,2000,Cyndi Lauper: Twelve Deadly Cyns ...  and Then Some,2.9,1
5627,1955,All That Heaven Allows,2.8,3
5628,1996,The Nutty Professor,3.6,2
5629,1975,Shampoo,4.6,1
5630,2000,Blue's Big Musical Movie: Blue's Clues,3.3,3
5631,1986,Gone to Texas,1.2,1
5632,2000,Midsomer Murders: Judgment Day,1.4,2
5633,1999,Tuesdays with Morrie,4.2,1
5634,2004,The Touch,1.7,3
5635,1998,The Mafia: An Expose - Gotti and a Mafia Resume,2.9,1
5636,1988,Married... with Children: Season 3,4,3
5637,1997,Vanishing Point,3.4,2
5638,2001,Baran,4.2,1
5639,1943,For Whom the Bell Tolls,1.3,1
5640,1990,Once a Thief,3.7,3
5641,1995,Voodoo,1.2,1
5642,1990,Henry: Portrait of a Serial Killer,2.1,3
5643,1994,Naked in New York,4.7,1
5644,2004,Melinda and Melinda,3.6,2
5645,1990,Repossessed,3,2
5646,2001,61*,3.5,2
5647,1996,Feeling Minnesota,2,2
5648,2004,Creature Comforts: Season 1,2.7,1
5649,2002,Cybermutt,1.1,2
5650,1999,Buena Vista Social Club,3.3,3
5651,1992,Boomerang,3.2,3
5652,1949,Twelve O'Clock High,2.5,2
5653,1973,The Night Stalker / The Night Strangler,2.4,2
5654,1973,Chino,2.3,2
5655,1997,The Harmonists,4,1
5656,1986,Star Trek IV: The Voyage Home,1.3,1
5657,2003,Billabong Odyssey,2.3,3
5658,2001,The Experiment,3.6,2
5659,1988,Two Moon Junction,1.1,2
5660,2004,Bite Me!,4.8,2
5661,1989,The Best of Dr. Seuss,3,1
